"ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code"
"khc","Tukang Besi North","Papunesia",-5.30994,123.578,"tuka1248","khc"
"pib","Yine","South America",-11.1086,-73.3087,"yine1238","pib"
"quc","K'iche'","North America",14.5278,-91.1696,"kich1262","quc"
"qvh","Huamalíes-Dos de Mayo Huánuco Quechua","South America",-9.15718,-76.3372,"huam1248","qvh"
"qum","Sipacapense","North America",15.23054,-91.7041,"sipa1247","qum"
"qug","Chimborazo Highland Quichua","South America",-1.36727,-78.8521,"chim1302","qug"
"tpt","Tlachichilco Tepehua","North America",20.704,-98.1947,"tlac1235","tpt"
"abt","Ambulas","Papunesia",-3.7801,143.059,"ambu1247","abt"
"aau","Abau","Papunesia",-3.97222,141.324,"abau1245","aau"
"ahg","Qimant","Africa",12.8119,37.0542,"qima1242","ahg"
"ahk","Akha","Eurasia",21.2309,100.964,"akha1245","ahk"
"aly","Alyawarr","Australia",-21.0427,136.835,"alya1239","aly"
"amn","Amanab","Papunesia",-3.51516,141.178,"aman1265","amn"
"anu","Anuak","Africa",7.57714,34.0267,"anua1242","anu"
"jbj","Arandai","Papunesia",-2.08016,132.983,"aran1237","jbj"
"aon","Bumbita Arapesh","Papunesia",-3.65508,142.859,"bumb1241","aon"
"tcb","Tanacross","North America",63.4046,-143.338,"tana1290","tcb"
"avt","Au","Papunesia",-3.53277,142.105,"auuu1241","avt"
"tpz","Tinputz","Papunesia",-5.58358,154.972,"tinp1237","tpz"
"pex","Petats","Papunesia",-5.34068,154.593,"peta1245","pex"
"ptp","Patep","Papunesia",-6.91988,146.639,"pate1247","ptp"
"kcl","Kela (Papua New Guinea)","Papunesia",-7.47103,147.173,"kela1255","kcl"
"sgz","Sursurunga","Papunesia",-3.99078,152.768,"surs1246","sgz"
"awx","Awara","Papunesia",-6.16986,146.372,"awar1248","awx"
"azo","Awing","Africa",5.88362,10.264,"awin1248","azo"
"kmn","Awtuw","Papunesia",-3.53129,141.928,"awtu1239","kmn"
"bbw","Baba","Africa",6.11222,10.5216,"baba1264","bbw"
"bbk","Babanki","Africa",5.97863,10.2869,"baba1266","bbk"
"bkh","Bakoko","Africa",3.56518,9.99905,"bako1249","bkh"
"muo","Nyong","Africa",7.274185,11.061485,"nyon1241","muo"
"bvm","Bamunka","Africa",6.00203,10.5127,"bamu1256","bvm"
"bgj","Bangolan","Africa",6.0125,10.667,"bang1356","bgj"
"bnm","Batanga","Africa",1.397041,9.51011,"bata1285","bnm"
"bch","Bariai","Papunesia",-5.5087,148.666,"bari1286","bch"
"bby","Befang","Africa",6.27562,10.0342,"befa1241","bby"
"dbj","Ida'an","Papunesia",5.29059,118.515,"idaa1241","dbj"
"bem","Bemba (Zambia)","Africa",-10.6122,29.2993,"bemb1257","bem"
"brc","Berbice Creole Dutch","South America",5.3829,-58.0002,"berb1259","brc"
"xub","Betta Kurumba","Eurasia",11.6385,76.6064,"bett1235","xub"
"bhw","Biak","Papunesia",-0.9523,135.879,"biak1248","bhw"
"","Bilinarra","Australia",-16.868771,130.533991,"bili1250",""
"bhg","Binandere","Papunesia",-8.37433,147.884,"bina1277","bhg"
"bwq","Southern Bobo Madaré","Africa",11.5409,-4.26497,"sout2840","bwq"
"bol","Bole","Africa",11.4839,11.2322,"nucl1695","bol"
"bot","Bongo","Africa",7.4145,27.9918,"bong1285","bot"
"bwo","Boro (Ethiopia)","Africa",10.6596,35.345,"boro1277","bwo"
"bkk","Brokskat","Eurasia",34.5308,76.6026,"brok1247","bkk"
"bsp","Baga Sitemu","Africa",10.4793,-14.4756,"baga1272","bsp"
"bbx","Bubia","Africa",4.02178,9.22304,"bubi1249","bbx"
"bxk","Bukusu","Africa",0.68043,34.7719,"buku1249","bxk"
"sbs","Subiya","Africa",-17.5696,24.8867,"subi1246","sbs"
"ttl","Totela","Africa",-16.9575,24.3751,"tote1238","ttl"
"bmo","Bambalang","Africa",5.861,10.544,"bamb1265","bmo"
"mrq","North Marquesan","Papunesia",-8.89412,-140.108,"nort2845","mrq"
"oon","Önge","Eurasia",10.6926,92.4707,"onge1236","oon"
"plo","Oluta Popoluca","North America",17.8937,-94.8863,"olut1240","plo"
NA,NA,NA,NA,NA,"jiar1240",NA
"suq","Tirma-Chai","Africa",6.03205,35.0823,"suri1267","suq"
"blb","Bilua","Papunesia",-7.92388,156.663,"bilu1245","blb"
"hoa","Hoava","Papunesia",-8.19679,157.595,"hoav1238","hoa"
"fil","Filipino","Papunesia",12.265,123.464,"fili1244","fil"
"nxg","Ngad'a","Papunesia",-8.79508,120.976,"ngad1261","nxg"
"mnb","Muna","Papunesia",-5.40419,122.541,"muna1247","mnb"
"xxk","Ke'o","Papunesia",-8.8704,121.256,"keoo1238","xxk"
"thm","Thavung","Eurasia",17.7655,104.229,"aheu1239","thm"
"skf","Mekens","South America",-13.054,-62.0927,"saki1248","skf"
"tiw","Tiwi","Australia",-11.6308,130.949,"tiwi1244","tiw"
"trw","Torwali","Eurasia",35.3101,72.5316,"torw1241","trw"
"tdh","Thulung","Eurasia",27.5389,87.6063,"thul1246","tdh"
"tsj","Tshangla","Eurasia",27.3694,91.7741,"tsha1245","tsj"
"cof","Tsafiki","South America",-0.21181,-79.2347,"colo1256","cof"
"tzj","Tz'utujil","North America",14.6351,-91.2012,"tzut1248","tzj"
"pww","Pwo Northern Karen","Eurasia",18.016,98.2709,"pwon1235","pww"
"tyv","Tuvinian","Eurasia",48.436,92.6693,"tuvi1240","tyv"
"kfk","Kinnauri","Eurasia",31.3688,78.3148,"kinn1249","kfk"
"wtm","Mewati","Eurasia",27.736,76.947,"mewa1250","wtm"
"aty","Aneityum","Papunesia",-20.1864,169.825,"anei1239","aty"
"atb","Zaiwa","Eurasia",24.1726,98.3643,"zaiw1241","atb"
"cic","Chickasaw","North America",33.9452,-97.1301,"chic1270","cic"
"fur","Friulian","Eurasia",46.1473,13.0493,"friu1240","fur"
"apj","Jicarilla Apache","North America",36.8079,-107.007,"jica1244","apj"
"ega","Ega","Africa",5.56081,-5.41732,"egaa1242","ega"
"fub","Adamawa Fulfulde","Africa",8.140326,13.077338,"adam1253","fub"
"are","Western Arrarnta","Australia",-24.05052,133.24621,"west2441","are"
"xsu","Sanumá","South America",1.31875,-67.6498,"sanu1240","xsu"
"pav","Wari'","South America",-10.69948,-64.56152,"wari1268","pav"
"cro","Crow","North America",45.368,-107.874,"crow1244","cro"
"boi","Barbareño","North America",34.462,-119.699,"barb1263","boi"
"lee","Lyélé","Africa",12.4305,-2.59229,"lyel1241","lee"
"fub","Adamawa Fulfulde","Africa",8.140326,13.077338,"adam1253","fub"
"any","Anyin","Africa",6.31781,-3.30532,"anyi1245","any"
"any","Anyin","Africa",6.31781,-3.30532,"anyi1245","any"
"mtb","Anyin Morofo","Africa",6.1627,-4.64232,"anyi1244","mtb"
"aka","Akan","Africa",6.34756,-1.33254,"akan1250","aka"
"cko","Anufo","Africa",10.2839,0.56021,"anuf1239","cko"
"bvx","Dibole","Africa",1.07773,17.2305,"dibo1245","bvx"
"bcw","Bana","Africa",10.3535,13.6131,"bana1305","bcw"
"bdh","Baka (Sudan)","Africa",4.65943,29.59,"baka1274","bdh"
"aja","Aja (Sudan)","Africa",8.58003,25.6122,"ajas1235","aja"
"bip","Bila","Africa",1.16839,28.7626,"bila1255","bip"
"bqp","Busa","Africa",9.91074,4.39929,"busa1253","bqp"
"fub","Adamawa Fulfulde","Africa",8.140326,13.077338,"adam1253","fub"
"fuv","Nigerian Fulfulde","Africa",10.9972,11.1188,"nige1253","fuv"
"her","Herero","Africa",-21.0231,20.5655,"here1253","her"
"sef","Cebaara Senoufo","Africa",9.50768,-6.15264,"ceba1235","sef"
"khq","Koyra Chiini Songhay","Africa",16.192,-3.73962,"koyr1240","khq"
"ksf","Bafia","Africa",4.72603,11.0982,"bafi1243","ksf"
"lea","Lega-Shabunda","Africa",-3.83196,27.1424,"lega1249","lea"
"lmp","Limbum","Africa",6.58608,10.9802,"limb1268","lmp"
"lmp","Limbum","Africa",6.58608,10.9802,"limb1268","lmp"
"lmp","Limbum","Africa",6.58608,10.9802,"limb1268","lmp"
"mye","Myene","Africa",-1.48741,9.50247,"myen1241","mye"
"bud","Ntcham","Africa",9.23971,0.599275,"ntch1242","bud"
"tvu","Tunen","Africa",4.75,10.67,"tune1261","tvu"
"mgw","Matumbi","Africa",-8.53734,39.0409,"matu1259","mgw"
"yao","Yao","Africa",-13.6119,35.2387,"yaoo1241","yao"
"umb","Umbundu","Africa",-12.4763,14.4148,"umbu1257","umb"
"ndo","Ndonga","Africa",-17.6417,19.1631,"ndon1254","ndo"
"mhw","Mbukushu","Africa",-17.6827,22.5026,"mbuk1240","mhw"
"diu","Diriku","Africa",-18.1681,20.6678,"diri1252","diu"
"kwn","Kwangali","Africa",-17.9026,19.256,"kwan1273","kwn"
"snk","Soninke","Africa",13.1273,-11.7178,"soni1259","snk"
"ses","Koyraboro Senni Songhai","Africa",16.9634,-0.55187,"koyr1242","ses"
"lln","Lele (Chad)","Africa",9.158,15.81149,"lele1276","lln"
"","Ikalanga","Africa",NA,NA,"ikal1242",""
"lol","Mongo","Africa",-1.54228,20.4259,"mong1338","lol"
"wok","Longto","Africa",8.33313,13.0568,"long1387","wok"
"xwe","Xwela Gbe","Africa",6.41342,2.02985,"xwel1235","xwe"
"xwl","Western Xwla Gbe","Africa",6.33455,2.03904,"west2456","xwl"
"kqk","Kotafon Gbe","Africa",6.64027,1.72346,"kota1272","kqk"
"gbs","Gbesi Gbe","Africa",6.55911,2.0269,"gbes1238","gbs"
"jmc","Machame","Africa",-3.29385,37.0703,"mach1266","jmc"
"mda","Mada (Nigeria)","Africa",9.02294,8.34119,"mada1282","mda"
"mfo","Mbe","Africa",6.57067,8.82998,"mbee1249","mfo"
"nwe","Ngwe","Africa",5.49787,9.9028,"ngwe1238","nwe"
"jow","Jowulu","Africa",10.7691,-5.47873,"jowu1238","jow"
"yba","Yala","Africa",6.73852,8.60748,"yala1263","yba"
"mgr","Mambwe-Lungu","Africa",-8.86817,31.2269,"mamb1296","mgr"
"kcv","Kete","Africa",-7.15104,22.9027,"kete1252","kcv"
"kws","Kwese","Africa",-5.60445,18.5759,"kwes1244","kws"
"snm","Southern Ma'di","Africa",2.8735,31.25,"sout2828","snm"
"mgd","Moru","Africa",5.1232,30.3287,"moru1253","mgd"
"log","Logo","Africa",3.32608,29.8866,"logo1259","log"
"aft","Afitti","Africa",12.446,30.7611,"afit1238","aft"
"avn","Avatime","Africa",6.8688,0.41314,"avat1244","avn"
"abn","Abua","Africa",4.83057,6.61492,"abua1244","abn"
"any","Anyin","Africa",6.31781,-3.30532,"anyi1245","any"
"dgh","Dghwede","Africa",11.05751,13.77847,"dghw1239","dgh"
"afo","Eloyi","Africa",8.24696,7.97061,"eloy1241","afo"
"fuv","Nigerian Fulfulde","Africa",10.9972,11.1188,"nige1253","fuv"
"acd","Gikyode","Africa",8.39478,0.56975,"giky1238","acd"
"ayg","Ginyanga","Africa",8.2327,0.98348,"giny1241","ayg"
"hbb","Huba","Africa",10.3544,13.139,"huba1236","hbb"
"kwl","Pan","Africa",8.79947,9.15279,"kofy1242","kwl"
"kye","Krache","Africa",7.93475,0.01925,"krac1238","kye"
"krm","Krim","Africa",7.24116,-11.8393,"krim1238","krm"
"bbp","West Central Banda","Africa",6.81435,24.1012,"west2458","bbp"
"dib","South Central Dinka","Africa",6.7307,30.3021,"sout2833","dib"
"fod","Foodo","Africa",9.56489,1.40486,"food1238","fod"
"csk","Jola-Esulalu","Africa",12.5089,-16.5539,"jola1262","csk"
"jum","Jumjum","Africa",10.4349,33.7494,"jumj1238","jum"
"bdi","Burun","Africa",10.725,33.921,"buru1301","bdi"
"lul","Olu'bo","Africa",4.6242,31.9103,"olub1238","lul"
"ymm","Maay","Africa",3.22288,43.6182,"maay1238","ymm"
"mfz","Mabaan","Africa",9.81455,33.5404,"maba1273","mfz"
"sgi","Nizaa","Africa",7.12906,12.3779,"suga1248","sgi"
"","Copi","Africa",NA,NA,"copi1238",""
"xho","Xhosa","Africa",-31.0389,28.0769,"xhos1239","xho"
"akp","Siwu","Africa",7.23811,0.44362,"siwu1238","akp"
"bun","Sherbro","Africa",7.77585,-12.7405,"sher1258","bun"
"","Mmani","Africa",NA,NA,"mman1238",""
"cpn","Cherepon","Africa",6.05387,-0.10955,"cher1271","cpn"
"fap","Palor","Africa",14.8628,-16.9557,"palo1243","fap"
"","Frafra","Africa",NA,NA,"fraf1238",""
"lip","Sekpele","Africa",7.16751,0.5886,"sekp1241","lip"
"maw","Mampruli","Africa",10.3884,-0.74675,"mamp1244","maw"
"toi","Tonga (Zambia)","Africa",-17.422325,27.103495,"tong1318","toi"
"pbp","Jaad-Badyara","Africa",12.6425,-13.4759,"bady1239","pbp"
"snw","Selee","Africa",7.17462,0.42458,"sele1249","snw"
"tiv","Tiv","Africa",6.88039,9.26287,"tivv1240","tiv"
"byn","Bilin","Africa",15.7833,38.3917,"bili1260","byn"
"xan","Xamtanga","Africa",12.4479,38.8352,"xamt1239","xan"
"lik","Liko","Africa",2.13777,27.6088,"lika1243","lik"
"yns","Yansi","Africa",-3.8231,18.2341,"yans1239","yns"
"buu","Budu","Africa",2.00501,27.951,"budu1250","buu"
"khy","Kele-Foma","Africa",0.36906,24.3098,"kele1255","khy"
"lej","Lengola","Africa",-1.95874,25.3343,"leng1258","lej"
"kbo","Keliko","Africa",3.56039,30.556,"keli1248","kbo"
"won","Wongo","Africa",-5.73837,20.5054,"wong1247","won"
"wlc","Mwali Comorian","Africa",-12.3164,43.741,"mwal1237","wlc"
"aar","Afar","Africa",12.2281,41.8083,"afar1241","aar"
"mua","Mundang","Africa",9.83195,14.4751,"mund1325","mua"
"mru","Mono (Cameroon)","Africa",8.78372,14.2254,"mono1269","mru"
"tui","Tupuri","Africa",10.0144,14.8697,"tupu1244","tui"
"xuo","Kuo","Africa",7.97771,15.4843,"kuoo1238","xuo"
"kbn","Kare (Central African Republic)","Africa",7.05641,15.2207,"kare1338","kbn"
"gke","Ndai","Africa",8.09039,14.2888,"ndai1238","gke"
"myf","Bambassi","Africa",9.82554,34.6522,"bamb1262","myf"
"tir","Tigrinya","Africa",15.3359,38.9266,"tigr1271","tir"
"kdj","Karamojong","Africa",2.45157,34.2761,"kara1483","kdj"
"gwn","Gwandara","Africa",9.20464,7.49931,"gwan1268","gwn"
"gwn","Gwandara","Africa",9.20464,7.49931,"gwan1268","gwn"
"gwn","Gwandara","Africa",9.20464,7.49931,"gwan1268","gwn"
"gwn","Gwandara","Africa",9.20464,7.49931,"gwan1268","gwn"
"gwn","Gwandara","Africa",9.20464,7.49931,"gwan1268","gwn"
"gwn","Gwandara","Africa",9.20464,7.49931,"gwan1268","gwn"
"avi","Avikam","Africa",5.15838,-5.2529,"avik1243","avi"
"shk","Shilluk","Africa",9.85472,31.7926,"shil1265","shk"
"hgm","Hai//om","Africa",-19.7637,17.0299,"haio1238","hgm"
"pip","Pero","Africa",9.62092,11.044,"pero1241","pip"
"gax","Borana-Arsi-Guji Oromo","Africa",1.05676,37.882,"bora1271","gax"
"hdy","Hadiyya","Africa",7.57377,37.7577,"hadi1240","hdy"
"wal","Wolaytta","Africa",6.32668,37.7537,"wola1242","wal"
"njx","Kunyi","Africa",-3.69702,12.5197,"kuny1238","njx"
"lot","Otuho","Africa",4.16379,32.6641,"otuh1238","lot"
"myx","Masaaba","Africa",1.05906,34.2829,"masa1299","myx"
"hig","Kamwe","Africa",10.646,13.5136,"kamw1239","hig"
"mzj","Manya","Africa",8.56186,-9.44257,"many1261","mzj"
"say","Saya","Africa",9.69441,9.71748,"saya1246","say"
"nzb","Njebi","Africa",-2.18115,12.7063,"njeb1242","nzb"
"dsq","Tadaksahak","Africa",16.685,2.32653,"tada1238","dsq"
"ktb","Kambaata","Africa",7.37582,37.9088,"kamb1316","ktb"
"otr","Otoro","Africa",11.1187,30.573,"otor1240","otr"
"tic","Tira","Africa",11.0963,30.8092,"tira1254","tic"
"nmi","Nyam","Africa",9.18024,10.83652,"nyam1285","nmi"
"fli","Fali","Africa",10.5419,13.4087,"fali1285","fli"
"mcw","Mawa (Chad)","Africa",11.7461,18.2999,"mawa1270","mcw"
"nmn","East Taa","Africa",-24.20022,20.79583,"huaa1248","nmn"
"kib","Koalib-Rere","Africa",11.69648,30.47166,"koal1240","kib"
"kki","Kagulu","Africa",-6.38204,37.0534,"kagu1239","kki"
"","Oko","Africa",NA,NA,"okoo1245",""
"knw","North-Central Ju","Africa",-21.92,18,"kung1261","knw"
"bbj","Ghomálá'","Africa",5.39619,10.352,"ghom1247","bbj"
"afn","Defaka","Africa",4.58451,7.50186,"defa1248","afn"
"tkq","Tee","Africa",4.73213,7.37553,"teee1242","tkq"
"sgc","Kipsigis","Africa",-0.35774,35.258532,"kips1239","sgc"
"pbr","Pangwa","Africa",-9.96782,34.8039,"pang1287","pbr"
"hoo","Holoholo","Africa",-5.37545,28.3274,"holo1240","hoo"
"bwu","Buli (Ghana)","Africa",10.5763,-1.26748,"buli1254","bwu"
"bjt","Balanta-Ganja","Africa",12.5382,-15.6658,"bala1302","bjt"
"now","Nyambo","Africa",-1.6096,30.9156,"nyam1277","now"
"daf","Dan","Africa",7.22812,-8.24535,"dann1241","daf"
"pko","Pökoot","Africa",1.57023,35.2318,"poko1263","pko"
"afr","Afrikaans","Africa",-22,30,"afri1274","afr"
"agj","Argobba","Africa",10.6596,39.756,"argo1244","agj"
"har","Harari","Africa",9.30485,42.1332,"hara1271","har"
NA,NA,NA,NA,NA,"dink1262",NA
"nzi","Nzima","Africa",5.1785,-2.81123,"nzim1238","nzi"
"aha","Ahanta","Africa",4.85147,-1.94657,"ahan1243","aha"
"","Besleri","Africa",NA,NA,"besl1239",""
"bhs","Buwal","Africa",10.6151,13.8838,"buwa1243","bhs"
"xed","Hdi","Africa",10.942,13.6881,"hdii1240","xed"
"hia","Lamang","Africa",11.0243,13.7362,"lama1288","hia"
"ikw","Ikwere","Africa",5.04333,6.86651,"ikwe1242","ikw"
"kot","Lagwan","Africa",11.5592,14.9884,"lagw1237","kot"
"gmm","Gbaya-Mbodomo","Africa",4.800365,14.606865,"gbay1281","gmm"
"mqb","Mbuko","Africa",10.7788,14.1677,"mbuk1243","mqb"
"mlw","Moloko","Africa",10.7933,14.2521,"molo1266","mlw"
"muy","Muyang","Africa",10.86047,14.21246,"muya1243","muy"
"jgo","Ngomba","Africa",5.63067,10.237,"ngom1272","jgo"
"dmo","Kemezung","Africa",6.69577,10.4984,"keme1240","dmo"
"ntm","Nateni","Africa",10.5191,1.21879,"nate1242","ntm"
"stv","Silt'e","Africa",7.77004,38.1449,"silt1240","stv"
"weh","Weh","Africa",6.46164,10.121,"wehh1238","weh"
"tey","Tulishi","Africa",11.4507,29.108,"tuli1249","tey"
"kec","Keiga","Africa",11.2064,29.3889,"keig1242","kec"
"kgo","Krongo","Africa",10.514,30.003,"kron1241","kgo"
"kcp","Kanga","Africa",11.0174,29.3463,"kang1288","kcp"
"kcp","Kanga","Africa",11.0174,29.3463,"kang1288","kcp"
"xtc","Katcha-Kadugli-Miri","Africa",10.8423,29.4914,"katc1249","xtc"
"xtc","Katcha-Kadugli-Miri","Africa",10.8423,29.4914,"katc1249","xtc"
"xtc","Katcha-Kadugli-Miri","Africa",10.8423,29.4914,"katc1249","xtc"
"mgc","Morokodo","Africa",5.5103,30.0229,"moro1284","mgc"
"luc","Aringa","Africa",3.56143,31.3071,"arin1244","luc"
"keg","Tese","Africa",11.3885,29.5803,"tese1238","keg"
"lmd","Lumun","Africa",10.8308,30.253,"lumu1239","lmd"
"acz","Acheron","Africa",10.8827,30.3187,"ache1245","acz"
"taz","Tocho","Africa",10.8828,30.1567,"toch1257","taz"
"dec","Dagik","Africa",10.583,29.9404,"dagi1241","dec"
"did","Didinga","Africa",4.21489,33.6869,"didi1258","did"
"lwo","Luwo","Africa",7.35089,28.1378,"luwo1239","lwo"
"ach","Acoli","Africa",3.57738,32.5147,"acol1236","ach"
"bxb","Belanda Bor","Africa",6.6503,27.8232,"bela1256","bxb"
"bvi","Belanda Viri","Africa",7.41311,27.6956,"bela1255","bvi"
"ndz","Ndogo","Africa",7.73028,27.5588,"ndog1248","ndz"
"bde","Bade","Africa",12.789,10.6557,"bade1248","bde"
"fpe","Pichi","Africa",3.74,8.78,"fern1234","fpe"
"jit","Jita","Africa",-1.62681,33.9141,"jita1239","jit"
"dim","Dime","Africa",6.20951,36.3329,"dime1235","dim"
"lto","Tsotso","Africa",0.2975,34.6961,"tsot1241","lto"
"djm","Jamsay Dogon","Africa",14.1794,-2.57999,"jams1239","djm"
"kam","Kamba (Kenya)","Africa",-1.60827,37.9532,"kamb1297","kam"
"ksf","Bafia","Africa",4.72603,11.0982,"bafi1243","ksf"
"laj","Lango (Uganda)","Africa",2.13867,33.0553,"lang1324","laj"
"lks","Kisa","Africa",0.1529,34.5708,"kisa1263","lks"
"nuj","Nyole","Africa",0.88072,33.9181,"nyol1238","nuj"
"wmw","Mwani","Africa",-12.5821,40.4601,"mwan1247","wmw"
"xkv","Kgalagadi","Africa",-24.9208,22.72016,"kgal1244","xkv"
"boz","Tiéyaxo Bozo","Africa",14.1223,-5.08609,"tiey1235","boz"
"alw","Alaba-K'abeena","Africa",7.39014,38.1732,"alab1254","alw"
"deg","Degema","Africa",4.73373,6.80991,"dege1246","deg"
"bud","Ntcham","Africa",9.23971,0.599275,"ntch1242","bud"
"pre","Principense","Africa",1.614,7.392,"prin1242","pre"
"","Nkonya","",NA,NA,"nkon1248",""
"","Soddo","Africa",NA,NA,"sodd1242",""
"gru","Kistane","Africa",8.33561,38.4763,"kist1241","gru"
"mvz","Mesqan","Africa",8.10617,38.3386,"mesq1240","mvz"
"sgw","Sebat Bet Gurage","Africa",8.11879,37.9891,"seba1251","sgw"
"","Ezha","Africa",NA,NA,"ezha1238",""
"","Chaha","Africa",NA,NA,"chah1248",""
"","Gumer","Africa",NA,NA,"gume1239",""
"sgw","Sebat Bet Gurage","Africa",8.11879,37.9891,"seba1251","sgw"
"sgw","Sebat Bet Gurage","Africa",8.11879,37.9891,"seba1251","sgw"
"ior","Inor","Africa",7.94883,37.7968,"inor1238","ior"
"ior","Inor","Africa",7.94883,37.7968,"inor1238","ior"
"ior","Inor","Africa",7.94883,37.7968,"inor1238","ior"
"dnn","Dzùùngoo","Africa",11.3796,-4.92036,"dzuu1241","dnn"
"bmi","Bagirmi","Africa",11.52392,14.769495,"bagi1246","bmi"
"niy","Ngiti","Africa",1.30455,30.2242,"ngit1239","niy"
"ndh","Ndali","Africa",-9.88948,33.6118,"ndal1241","ndh"
"mym","Me'en","Africa",6.63207,35.6255,"meen1242","mym"
"nsg","Ngasa","Africa",-2.97716,37.528,"ngas1238","nsg"
"myb","Mbay","Africa",8.23066,15.7328,"mbay1241","myb"
"guk","Northern Gumuz","Africa",11.05,35.93,"gumu1244","guk"
"teu","Soo","Africa",2.58367,34.7595,"sooo1256","teu"
"bcq","Bench","Africa",7.04682,35.7673,"benc1235","bcq"
"bcq","Bench","Africa",7.04682,35.7673,"benc1235","bcq"
"jnj","Yemsa","Africa",7.79821,37.4412,"yems1235","jnj"
"","Zayse","Africa",NA,NA,"zays1236",""
"gmv","Gamo","Africa",6.27645,37.23808,"gamo1243","gmv"
"kqy","Koorete","Africa",5.80545,37.8679,"koor1239","kqy"
"aiw","Aari","Africa",5.95034,36.5721,"aari1239","aiw"
"xom","Komo (Sudan)","Africa",8.94162,34.0939,"komo1258","xom"
"udu","Uduk","Africa",9.16012,34.2293,"uduk1239","udu"
"lgn","T'apo","Africa",8.47526,33.853,"opuu1239","lgn"
"kmq","Kwama","Africa",9.50836,34.2457,"kwam1249","kmq"
"mdm","Mayogo","Africa",2.79827,27.8282,"mayo1261","mdm"
"lsm","Saamia","Africa",0.3652,34.0335,"saam1283","lsm"
"nnw","Southern Nuni","Africa",11.5186,-2.14385,"sout2795","nnw"
"nde","Zimbabwean Ndebele","Africa",-20.2513,27.4096,"nort2795","nde"
"sxw","Saxwe Gbe","Africa",6.58269,1.92015,"saxw1241","sxw"
"loh","Narim","Africa",4.80331,33.3312,"nari1240","loh"
"bjg","Kangaki-Kagbaaga-Kajoko Bidyogo","Africa",11.1097,-16.1497,"bidy1244","bjg"
"doy","Dompo","Africa",8.182,-2.295,"domp1238","doy"
"bam","Bambara","Africa",12.0401,-9.98949,"bamb1269","bam"
"hbn","Ebang","Africa",11.2908,30.5282,"heib1243","hbn"
"kga","Koyaga","Africa",8.29177,-6.23255,"koya1253","kga"
"shw","Shwai","Africa",11.2708,30.3533,"shwa1239","shw"
"ttb","Gaa","Africa",8.4809,11.9603,"gaaa1245","ttb"
"kua","Kuanyama","Africa",-17.7176,16.58,"kuan1247","kua"
"lnb","Mbalanhu","Africa",-19.593,16.617,"mbal1255","lnb"
"kwm","Kwambi","Africa",-18.0339,15.7294,"kwam1251","kwm"
"nne","Ngandyera","Africa",-16.6359,21.1928,"ngan1300","nne"
"ndo","Ndonga","Africa",-17.6417,19.1631,"ndon1254","ndo"
"ndo","Ndonga","Africa",-17.6417,19.1631,"ndon1254","ndo"
"ndo","Ndonga","Africa",-17.6417,19.1631,"ndon1254","ndo"
"xon","Konkomba","Africa",9.82224,0.2783,"konk1269","xon"
"zag","Beria","Africa",17.4842,23.4626,"zagh1240","zag"
"zwa","Zay","Africa",8.01148,38.8258,"zayy1238","zwa"
"zmx","Bomitaba","Africa",1.70044,17.3733,"bomi1238","zmx"
"bbo","Northern Bobo Madaré","Africa",12.4182,-4.47538,"nort2819","bbo"
"bez","Bena (Tanzania)","Africa",-9.26671,35.0364,"bena1262","bez"
"gkp","Guinea Kpelle","Africa",7.93196,-8.98843,"guin1254","gkp"
"kke","Kakabe","Africa",10.5962,-11.4418,"kaka1265","kke"
"llc","Lele (Guinea)","Africa",8.98043,-10.371,"lele1266","llc"
"lom","Loma (Liberia)","Africa",7.91585,-9.69906,"loma1260","lom"
"mev","Mann","Africa",7.04616,-8.86405,"mann1248","mev"
"tye","Kyenga","Africa",11.5953,3.58651,"kyen1242","tye"
"sho","Shanga","Africa",11.2752,4.41464,"shan1282","sho"
"abu","Abure","Africa",5.21534,-3.64123,"abur1243","abu"
"abb","Bankon","Africa",4.3702,9.6403,"bank1256","abb"
"","Efutu","Africa",NA,NA,"efut1241",""
"agq","Aghem","Africa",6.38956,10.0807,"aghe1239","agq"
"arv","Arbore","Africa",4.92183,36.7986,"arbo1245","arv"
"abi","Abidji","Africa",5.65656,-4.58421,"abid1235","abi"
"adj","Adioukrou","Africa",5.38228,-4.52522,"adio1239","adj"
"ahi","Tiagbamrin Aizi","Africa",5.28022,-4.62352,"tiag1235","ahi"
"ald","Alladian","Africa",5.22371,-4.42647,"alla1248","ald"
"ahs","Ashe","Africa",9.36574,7.39443,"ashe1269","ahs"
"zdj","Ngazidja Comorian","Africa",-11.6129,43.36,"ngaz1238","zdj"
"ibe","Akpes","Africa",7.50256,5.95559,"akpe1248","ibe"
"etx","Eten","Africa",9.73073,8.61443,"eten1239","etx"
"nus","Nuer","Africa",8.13911,32.3829,"nuer1246","nus"
"gel","Ut-Main","Africa",11.5319,4.8387,"kagf1238","gel"
"idu","Idoma","Africa",7.19139,7.71261,"idom1241","idu"
"iri","Irigwe","Africa",9.85197,8.6525,"irig1241","iri"
"izr","Izere","Africa",9.5,8.7,"izer1241","izr"
"jer","Jere","Africa",10.1962,8.95834,"jere1244","jer"
"agb","Legbo","Africa",6.02645,7.98385,"legb1242","agb"
"lgq","Logba","Africa",6.92838,0.43068,"logb1245","lgq"
"awn","Awngi","Africa",10.9819,36.6916,"awng1244","awn"
