"ID","Contributor_ID","Name","Contributors","References","URI"
391,"upsid","KABARDIAN","UCLA Phonological Segment Inventory Database","kuipers1960","http://web.phonetik.uni-frankfurt.de/L/L2601.html"
392,"upsid","CAMSA","UCLA Phonological Segment Inventory Database","howard1976;howard1972;mongui1981","http://web.phonetik.uni-frankfurt.de/L/L6863.html"
393,"upsid","KOIARI","UCLA Phonological Segment Inventory Database","dutton1969","http://web.phonetik.uni-frankfurt.de/L/L8622.html"
394,"upsid","KEFA","UCLA Phonological Segment Inventory Database","fleming1976","http://web.phonetik.uni-frankfurt.de/L/L4364.html"
395,"upsid","DERA","UCLA Phonological Segment Inventory Database","voorhoeve1971","http://web.phonetik.uni-frankfurt.de/L/L8619.html"
396,"upsid","KHANTY","UCLA Phonological Segment Inventory Database","gulya1966;katz1975;steinitz1950","http://web.phonetik.uni-frankfurt.de/L/L2150.html"
397,"upsid","K'EKCHI","UCLA Phonological Segment Inventory Database","freeze1975;haeseriju1966","http://web.phonetik.uni-frankfurt.de/L/L6714.html"
398,"upsid","KERA","UCLA Phonological Segment Inventory Database","ebert1976;ebert1979","http://web.phonetik.uni-frankfurt.de/L/L4371.html"
399,"upsid","KET","UCLA Phonological Segment Inventory Database","dulzon1968;krejnovich1968","http://web.phonetik.uni-frankfurt.de/L/L2706.html"
400,"upsid","KOTA","UCLA Phonological Segment Inventory Database","emeneau1944","http://web.phonetik.uni-frankfurt.de/L/L2903.html"
401,"upsid","KOYA","UCLA Phonological Segment Inventory Database","tyler1969","http://web.phonetik.uni-frankfurt.de/L/L2905.html"
402,"upsid","KAINGANG","UCLA Phonological Segment Inventory Database","henry1935;kindell1972;wiesemann1972","http://web.phonetik.uni-frankfurt.de/L/L6808.html"
403,"upsid","KHASI","UCLA Phonological Segment Inventory Database","rabel1961","http://web.phonetik.uni-frankfurt.de/L/L2302.html"
404,"upsid","LUE","UCLA Phonological Segment Inventory Database","li1964","http://web.phonetik.uni-frankfurt.de/L/L2427.html"
405,"upsid","KHALKHA","UCLA Phonological Segment Inventory Database","hangin1968;luvsanvandan1964;street1963;svantesson1985","http://web.phonetik.uni-frankfurt.de/L/L2166.html"
406,"upsid","KALIAI","UCLA Phonological Segment Inventory Database","counts1969","http://web.phonetik.uni-frankfurt.de/L/L2421.html"
407,"upsid","KHMER","UCLA Phonological Segment Inventory Database","ehrman1972;huffman1970a;huffman1970b;jacob1968","http://web.phonetik.uni-frankfurt.de/L/L2306.html"
408,"upsid","KHARIA","UCLA Phonological Segment Inventory Database","biligiri1965;pinnow1959","http://web.phonetik.uni-frankfurt.de/L/L2301.html"
409,"upsid","KIOWA","UCLA Phonological Segment Inventory Database","sivertsen1956;watkinsmckenzie1984;harrington1928","http://web.phonetik.uni-frankfurt.de/L/L6785.html"
410,"upsid","KIRGHIZ","UCLA Phonological Segment Inventory Database","herbertpoppe1963;junusaliev1966","http://web.phonetik.uni-frankfurt.de/L/L2162.html"
411,"upsid","SOUTHERN KIWAI","UCLA Phonological Segment Inventory Database","wurm1977","http://web.phonetik.uni-frankfurt.de/L/L8636.html"
412,"upsid","KHMU?","UCLA Phonological Segment Inventory Database","svantesson1983","http://web.phonetik.uni-frankfurt.de/L/L2312.html"
413,"upsid","ACOMA","UCLA Phonological Segment Inventory Database","miller1966","http://web.phonetik.uni-frankfurt.de/L/L6749.html"
414,"upsid","KEWA","UCLA Phonological Segment Inventory Database","franklinfranklin1962","http://web.phonetik.uni-frankfurt.de/L/L8610.html"
415,"upsid","TEKE","UCLA Phonological Segment Inventory Database","paulian1975","http://web.phonetik.uni-frankfurt.de/L/L4127.html"
416,"upsid","KLAMATH","UCLA Phonological Segment Inventory Database","barker1964","http://web.phonetik.uni-frankfurt.de/L/L6707.html"
417,"upsid","KLAO","UCLA Phonological Segment Inventory Database","singler1979","http://web.phonetik.uni-frankfurt.de/L/L4133.html"
418,"upsid","KWOMA","UCLA Phonological Segment Inventory Database","kooyers_etal1971","http://web.phonetik.uni-frankfurt.de/L/L8602.html"
419,"upsid","KURDISH","UCLA Phonological Segment Inventory Database","abdullamccarus1967","http://web.phonetik.uni-frankfurt.de/L/L2015.html"
420,"upsid","KANAKURU","UCLA Phonological Segment Inventory Database","newman1974","http://web.phonetik.uni-frankfurt.de/L/L4370.html"
421,"upsid","KANURI","UCLA Phonological Segment Inventory Database","awobuluyi1971;hutchison1981;lukas1937","http://web.phonetik.uni-frankfurt.de/L/L4201.html"
422,"upsid","KONKANI","UCLA Phonological Segment Inventory Database","gajendragadkar1970;madtha1984;major1979","http://web.phonetik.uni-frankfurt.de/L/L2024.html"
423,"upsid","KOREAN","UCLA Phonological Segment Inventory Database","cho1967;kim1972;kim1986;martin1951;martin1954;martinlee1969","http://web.phonetik.uni-frankfurt.de/L/L2170.html"
424,"upsid","KPAN","UCLA Phonological Segment Inventory Database","shimizu1971","http://web.phonetik.uni-frankfurt.de/L/L4135.html"
425,"upsid","SRE","UCLA Phonological Segment Inventory Database","manley1972","http://web.phonetik.uni-frankfurt.de/L/L2310.html"
426,"upsid","KOMI","UCLA Phonological Segment Inventory Database","bubrix1949;lytkin1966","http://web.phonetik.uni-frankfurt.de/L/L2152.html"
427,"upsid","KORYAK","UCLA Phonological Segment Inventory Database","zhukova1980","http://web.phonetik.uni-frankfurt.de/L/L2709.html"
428,"upsid","SEBEI","UCLA Phonological Segment Inventory Database","montgomery1970","http://web.phonetik.uni-frankfurt.de/L/L4209.html"
429,"upsid","KURUKH","UCLA Phonological Segment Inventory Database","pfeiffer1972;pinnow1964","http://web.phonetik.uni-frankfurt.de/L/L2904.html"
430,"upsid","KAREN","UCLA Phonological Segment Inventory Database","jones1961","http://web.phonetik.uni-frankfurt.de/L/L2516.html"
431,"upsid","KALKATUNGU","UCLA Phonological Segment Inventory Database","blake1979","http://web.phonetik.uni-frankfurt.de/L/L8369.html"
432,"upsid","!XU","UCLA Phonological Segment Inventory Database","snyman1970;snyman1975","http://web.phonetik.uni-frankfurt.de/L/L4904.html"
433,"upsid","KUNAMA","UCLA Phonological Segment Inventory Database","tuckerbryan1966","http://web.phonetik.uni-frankfurt.de/L/L4219.html"
434,"upsid","KUNIMAIPA","UCLA Phonological Segment Inventory Database","pence1966","http://web.phonetik.uni-frankfurt.de/L/L8620.html"
435,"upsid","CUNA","UCLA Phonological Segment Inventory Database","sherzer1983","http://web.phonetik.uni-frankfurt.de/L/L6857.html"
436,"upsid","KWAIO","UCLA Phonological Segment Inventory Database","keesing1985","http://web.phonetik.uni-frankfurt.de/L/L2433.html"
437,"upsid","KWAKW'ALA","UCLA Phonological Segment Inventory Database","boas1911;boas1947;grubb1977;newman1950","http://web.phonetik.uni-frankfurt.de/L/L6731.html"
438,"upsid","KAROK","UCLA Phonological Segment Inventory Database","bright1957","http://web.phonetik.uni-frankfurt.de/L/L6741.html"
439,"upsid","LAKKIA","UCLA Phonological Segment Inventory Database","haudricourt1967","http://web.phonetik.uni-frankfurt.de/L/L2401.html"
440,"upsid","LAK","UCLA Phonological Segment Inventory Database","khajdakov1966;murkelinskij1967;zhirkov1955","http://web.phonetik.uni-frankfurt.de/L/L2602.html"
441,"upsid","LELEMI","UCLA Phonological Segment Inventory Database","hofftmann1971","http://web.phonetik.uni-frankfurt.de/L/L4118.html"
442,"upsid","LUGBARA","UCLA Phonological Segment Inventory Database","anderson1986;crazzolara1960;tuckerbryan1966","http://web.phonetik.uni-frankfurt.de/L/L4215.html"
443,"upsid","LAHU","UCLA Phonological Segment Inventory Database","matisoff1973","http://web.phonetik.uni-frankfurt.de/L/L2510.html"
444,"upsid","LITHUANIAN","UCLA Phonological Segment Inventory Database","ambrazas_etal1966;augustitis1964;senn1966","http://web.phonetik.uni-frankfurt.de/L/L2007.html"
445,"upsid","DAKOTA","UCLA Phonological Segment Inventory Database","boasdeloria1941","http://web.phonetik.uni-frankfurt.de/L/L6756.html"
446,"upsid","LAME","UCLA Phonological Segment Inventory Database","sachnine1982","http://web.phonetik.uni-frankfurt.de/L/L4376.html"
447,"upsid","LUISENO","UCLA Phonological Segment Inventory Database","bright1965;bright1968;hyde1971;kroebergrace1960;malecot1963","http://web.phonetik.uni-frankfurt.de/L/L6737.html"
448,"upsid","LUO","UCLA Phonological Segment Inventory Database","gregersen1961","http://web.phonetik.uni-frankfurt.de/L/L4205.html"
449,"upsid","LUSHOOTSEED","UCLA Phonological Segment Inventory Database","snyder1968","http://web.phonetik.uni-frankfurt.de/L/L6734.html"
450,"upsid","MAZATEC","UCLA Phonological Segment Inventory Database","jamieson1976;jamieson1976b;pikepike1947","http://web.phonetik.uni-frankfurt.de/L/L6727.html"
451,"upsid","MAASAI","UCLA Phonological Segment Inventory Database","tuckerbryan1966;tuckermpaayei1955","http://web.phonetik.uni-frankfurt.de/L/L4204.html"
452,"upsid","MAZAHUA","UCLA Phonological Segment Inventory Database","pike1951;spotts1953","http://web.phonetik.uni-frankfurt.de/L/L6717.html"
453,"upsid","MAXAKALI","UCLA Phonological Segment Inventory Database","gudschinsky_etal1970","http://web.phonetik.uni-frankfurt.de/L/L6858.html"
454,"upsid","MAMBILA","UCLA Phonological Segment Inventory Database","perrinhill1969","http://web.phonetik.uni-frankfurt.de/L/L4153.html"
455,"upsid","MBUM","UCLA Phonological Segment Inventory Database","hagege1970","http://web.phonetik.uni-frankfurt.de/L/L4146.html"
456,"upsid","MABA","UCLA Phonological Segment Inventory Database","tuckerbryan1966","http://web.phonetik.uni-frankfurt.de/L/L4202.html"
457,"upsid","DIZI","UCLA Phonological Segment Inventory Database","allan1976b","http://web.phonetik.uni-frankfurt.de/L/L4363.html"
458,"upsid","MBA-NE","UCLA Phonological Segment Inventory Database","pasch1986","http://web.phonetik.uni-frankfurt.de/L/L4160.html"
459,"upsid","MOGHOL","UCLA Phonological Segment Inventory Database","weiers1971","http://web.phonetik.uni-frankfurt.de/L/L2174.html"
460,"upsid","MARI","UCLA Phonological Segment Inventory Database","ristinen1960","http://web.phonetik.uni-frankfurt.de/L/L2151.html"
461,"upsid","MIXTEC","UCLA Phonological Segment Inventory Database","hunterpike1969","http://web.phonetik.uni-frankfurt.de/L/L6728.html"
462,"upsid","MONGUOR","UCLA Phonological Segment Inventory Database","todaeva1973","http://web.phonetik.uni-frankfurt.de/L/L2173.html"
463,"upsid","MANCHU","UCLA Phonological Segment Inventory Database","austin1962","http://web.phonetik.uni-frankfurt.de/L/L2169.html"
464,"upsid","MOR","UCLA Phonological Segment Inventory Database","laycock1978","http://web.phonetik.uni-frankfurt.de/L/L2429.html"
465,"upsid","MORO","UCLA Phonological Segment Inventory Database","blackblack1971;schadeberg1981a","http://web.phonetik.uni-frankfurt.de/L/L4101.html"
466,"upsid","MALAKMALAK","UCLA Phonological Segment Inventory Database","birk1975;tryon1974","http://web.phonetik.uni-frankfurt.de/L/L8356.html"
467,"upsid","MAUNG","UCLA Phonological Segment Inventory Database","capellhinch1970","http://web.phonetik.uni-frankfurt.de/L/L8350.html"
468,"upsid","DADIBI","UCLA Phonological Segment Inventory Database","macdonald1973","http://web.phonetik.uni-frankfurt.de/L/L8616.html"
469,"upsid","WEST MAKIAN","UCLA Phonological Segment Inventory Database","voorhoeve1982;watuseke1976","http://web.phonetik.uni-frankfurt.de/L/L8647.html"
470,"upsid","MARGI","UCLA Phonological Segment Inventory Database","hoffmann1963;maddieson1987","http://web.phonetik.uni-frankfurt.de/L/L4368.html"
471,"upsid","MARANAO","UCLA Phonological Segment Inventory Database","mckaughan1958;mckaughanmacaraya1967","http://web.phonetik.uni-frankfurt.de/L/L2445.html"
472,"upsid","MIXE","UCLA Phonological Segment Inventory Database","crawford1963;schoenhalsschoenhals1965","http://web.phonetik.uni-frankfurt.de/L/L6715.html"
473,"upsid","MURSI","UCLA Phonological Segment Inventory Database","arensen1982;turtonbender1976","http://web.phonetik.uni-frankfurt.de/L/L4214.html"
474,"upsid","MURINHPATHA","UCLA Phonological Segment Inventory Database","streetmollinjin1981","http://web.phonetik.uni-frankfurt.de/L/L8349.html"
475,"upsid","KALA LAGAW YA","UCLA Phonological Segment Inventory Database","kennedy1981;wurm1972a","http://web.phonetik.uni-frankfurt.de/L/L8365.html"
476,"upsid","BURMESE","UCLA Phonological Segment Inventory Database","okell1969","http://web.phonetik.uni-frankfurt.de/L/L2509.html"
477,"upsid","PIRAHA","UCLA Phonological Segment Inventory Database","everett1982;rodrigues1980;sheldon1974","http://web.phonetik.uni-frankfurt.de/L/L6802.html"
478,"upsid","MUMUYE","UCLA Phonological Segment Inventory Database","shimizu1983","http://web.phonetik.uni-frankfurt.de/L/L4132.html"
479,"upsid","MOVIMA","UCLA Phonological Segment Inventory Database","judyjudy1962","http://web.phonetik.uni-frankfurt.de/L/L6860.html"
480,"upsid","SOUTHERN NAMBIQUARA","UCLA Phonological Segment Inventory Database","price1976","http://web.phonetik.uni-frankfurt.de/L/L6816.html"
481,"upsid","XIAMEN","UCLA Phonological Segment Inventory Database","jiahua1960","http://web.phonetik.uni-frankfurt.de/L/L2504.html"
482,"upsid","NAMA","UCLA Phonological Segment Inventory Database","beach1938;ladefogedtraill1980","http://web.phonetik.uni-frankfurt.de/L/L4906.html"
483,"upsid","NASIOI","UCLA Phonological Segment Inventory Database","hurdhurd1966","http://web.phonetik.uni-frankfurt.de/L/L8624.html"
484,"upsid","NAVAJO","UCLA Phonological Segment Inventory Database","sapirhoijer1967","http://web.phonetik.uni-frankfurt.de/L/L6104.html"
485,"upsid","NAXI","UCLA Phonological Segment Inventory Database","bradley1975;jiang1980","http://web.phonetik.uni-frankfurt.de/L/L2525.html"
486,"upsid","NAHUATL","UCLA Phonological Segment Inventory Database","brockway1963;law1955;schumanngarcia1966","http://web.phonetik.uni-frankfurt.de/L/L6762.html"
487,"upsid","NDUT","UCLA Phonological Segment Inventory Database","gueye1986","http://web.phonetik.uni-frankfurt.de/L/L4149.html"
488,"upsid","NEPALI","UCLA Phonological Segment Inventory Database","bandhu_etal1971","http://web.phonetik.uni-frankfurt.de/L/L2023.html"
489,"upsid","NEWARI","UCLA Phonological Segment Inventory Database","halehale1969;manandhar1986","http://web.phonetik.uni-frankfurt.de/L/L2518.html"
490,"upsid","NEZ PERCE","UCLA Phonological Segment Inventory Database","aoki1966;aoki1970;aoki1970a","http://web.phonetik.uni-frankfurt.de/L/L6706.html"
491,"upsid","NGIZIM","UCLA Phonological Segment Inventory Database","schuh1972","http://web.phonetik.uni-frankfurt.de/L/L4369.html"
492,"upsid","NONI","UCLA Phonological Segment Inventory Database","hyman1981","http://web.phonetik.uni-frankfurt.de/L/L4139.html"
493,"upsid","LUA","UCLA Phonological Segment Inventory Database","boyeldieu1985","http://web.phonetik.uni-frankfurt.de/L/L4151.html"
494,"upsid","NGANASAN","UCLA Phonological Segment Inventory Database","castren1966;tereshchenko1966b;tereshchenko1979","http://web.phonetik.uni-frankfurt.de/L/L2157.html"
495,"upsid","NIMBORAN","UCLA Phonological Segment Inventory Database","anceaux1965","http://web.phonetik.uni-frankfurt.de/L/L8604.html"
496,"upsid","NIVKH","UCLA Phonological Segment Inventory Database","austerlitz1956;krejnovich1937;panfilov1962;panfilov1968;zindermatusevich1937","http://web.phonetik.uni-frankfurt.de/L/L2700.html"
497,"upsid","AO","UCLA Phonological Segment Inventory Database","gurubasave-gowda1972;gurubasave-gowda1975","http://web.phonetik.uni-frankfurt.de/L/L2512.html"
498,"upsid","MAIDU","UCLA Phonological Segment Inventory Database","shipley1956;shipley1964","http://web.phonetik.uni-frankfurt.de/L/L6708.html"
499,"upsid","NORWEGIAN","UCLA Phonological Segment Inventory Database","vanvik1972","http://web.phonetik.uni-frankfurt.de/L/L2006.html"
500,"upsid","TSESHAHT","UCLA Phonological Segment Inventory Database","jacobsen1969;sapirmorris1939;sapirmorris1955","http://web.phonetik.uni-frankfurt.de/L/L6730.html"
501,"upsid","NERA","UCLA Phonological Segment Inventory Database","bender1968;thompson1976","http://web.phonetik.uni-frankfurt.de/L/L4212.html"
502,"upsid","LUNGCHOW","UCLA Phonological Segment Inventory Database","li1977","http://web.phonetik.uni-frankfurt.de/L/L2406.html"
503,"upsid","NUNGGUBUYU","UCLA Phonological Segment Inventory Database","hughesleeding1971","http://web.phonetik.uni-frankfurt.de/L/L8353.html"
504,"upsid","NYIMANG","UCLA Phonological Segment Inventory Database","stevenson1957;tuckerbryan1966","http://web.phonetik.uni-frankfurt.de/L/L4227.html"
505,"upsid","NYANGI","UCLA Phonological Segment Inventory Database","heine1975a","http://web.phonetik.uni-frankfurt.de/L/L4207.html"
506,"upsid","OCAINA","UCLA Phonological Segment Inventory Database","agnewpike1957","http://web.phonetik.uni-frankfurt.de/L/L6805.html"
507,"upsid","OGBIA","UCLA Phonological Segment Inventory Database","williamson1972;williamson1970","http://web.phonetik.uni-frankfurt.de/L/L4124.html"
508,"upsid","OJIBWA","UCLA Phonological Segment Inventory Database","bloomfield1957","http://web.phonetik.uni-frankfurt.de/L/L6750.html"
509,"upsid","PAPAGO","UCLA Phonological Segment Inventory Database","hale1959;saxton1963","http://web.phonetik.uni-frankfurt.de/L/L6736.html"
510,"upsid","ORMURI","UCLA Phonological Segment Inventory Database","efimov1986","http://web.phonetik.uni-frankfurt.de/L/L2025.html"
511,"upsid","PACOH","UCLA Phonological Segment Inventory Database","watson1964","http://web.phonetik.uni-frankfurt.de/L/L2314.html"
512,"upsid","PAYA","UCLA Phonological Segment Inventory Database","holt1986","http://web.phonetik.uni-frankfurt.de/L/L6854.html"
513,"upsid","PAEZ","UCLA Phonological Segment Inventory Database","gerdel1973","http://web.phonetik.uni-frankfurt.de/L/L6804.html"
514,"upsid","PANARE","UCLA Phonological Segment Inventory Database","cauty1974;cauty1974b;cauty1978","http://web.phonetik.uni-frankfurt.de/L/L6849.html"
515,"upsid","YAY","UCLA Phonological Segment Inventory Database","gedney1965","http://web.phonetik.uni-frankfurt.de/L/L2402.html"
516,"upsid","FARSI","UCLA Phonological Segment Inventory Database","obolensky_etal1963","http://web.phonetik.uni-frankfurt.de/L/L2013.html"
517,"upsid","MALAGASY","UCLA Phonological Segment Inventory Database","dahl1952;dyen1971","http://web.phonetik.uni-frankfurt.de/L/L2410.html"
518,"upsid","POMO","UCLA Phonological Segment Inventory Database","moshinsky1974","http://web.phonetik.uni-frankfurt.de/L/L6742.html"
519,"upsid","POHNPEIAN","UCLA Phonological Segment Inventory Database","rehg1981;rehg1984;rehg1984a","http://web.phonetik.uni-frankfurt.de/L/L2430.html"
520,"upsid","PARAUK","UCLA Phonological Segment Inventory Database","diffloth1980;maddiesonladefoged1985;qiunie1980","http://web.phonetik.uni-frankfurt.de/L/L2309.html"
521,"upsid","PASHTO","UCLA Phonological Segment Inventory Database","grjunberg1987;penzl1955;shafeev1964","http://web.phonetik.uni-frankfurt.de/L/L2014.html"
522,"upsid","PAIWAN","UCLA Phonological Segment Inventory Database","ferrel1982;ho1977","http://web.phonetik.uni-frankfurt.de/L/L2434.html"
523,"upsid","PHLONG","UCLA Phonological Segment Inventory Database","cooke_etal1976","http://web.phonetik.uni-frankfurt.de/L/L2520.html"
524,"upsid","QUECHUA","UCLA Phonological Segment Inventory Database","bills_etal1969;lastra1968;parker1969","http://web.phonetik.uni-frankfurt.de/L/L6819.html"
525,"upsid","QUILEUTE","UCLA Phonological Segment Inventory Database","powell1975","http://web.phonetik.uni-frankfurt.de/L/L6732.html"
526,"upsid","RESIGARO","UCLA Phonological Segment Inventory Database","allin1976","http://web.phonetik.uni-frankfurt.de/L/L6838.html"
527,"upsid","ROMANIAN","UCLA Phonological Segment Inventory Database","agard1958;tataru1978;ruhlen1973","http://web.phonetik.uni-frankfurt.de/L/L2012.html"
528,"upsid","ROTOKAS","UCLA Phonological Segment Inventory Database","firchow1969","http://web.phonetik.uni-frankfurt.de/L/L8625.html"
529,"upsid","RORO","UCLA Phonological Segment Inventory Database","bluhme1970;davis1974","http://web.phonetik.uni-frankfurt.de/L/L2420.html"
530,"upsid","RUSSIAN","UCLA Phonological Segment Inventory Database","halle1959;jonesward1969","http://web.phonetik.uni-frankfurt.de/L/L2008.html"
531,"upsid","RUTUL","UCLA Phonological Segment Inventory Database","dzhejranishvili1967;ibragimov1978","http://web.phonetik.uni-frankfurt.de/L/L2603.html"
532,"upsid","SANDAWE","UCLA Phonological Segment Inventory Database","dempwolff1916;elderkin1982;tucker_etal1977","http://web.phonetik.uni-frankfurt.de/L/L4902.html"
533,"upsid","SANGO","UCLA Phonological Segment Inventory Database","samarin1967a;samarin1967b","http://web.phonetik.uni-frankfurt.de/L/L4143.html"
534,"upsid","YAKUT","UCLA Phonological Segment Inventory Database","bohtlingk1964;krueger1962;ubrjatova1966","http://web.phonetik.uni-frankfurt.de/L/L2161.html"
535,"upsid","SEDANG","UCLA Phonological Segment Inventory Database","smith1968","http://web.phonetik.uni-frankfurt.de/L/L2304.html"
536,"upsid","SENECA","UCLA Phonological Segment Inventory Database","chafe1967","http://web.phonetik.uni-frankfurt.de/L/L6754.html"
537,"upsid","SENADI","UCLA Phonological Segment Inventory Database","welmers1950","http://web.phonetik.uni-frankfurt.de/L/L4111.html"
538,"upsid","SELKUP","UCLA Phonological Segment Inventory Database","katz1975a","http://web.phonetik.uni-frankfurt.de/L/L2164.html"
539,"upsid","SONGHAI","UCLA Phonological Segment Inventory Database","prost1956;williamson1967","http://web.phonetik.uni-frankfurt.de/L/L4200.html"
540,"upsid","SENTANI","UCLA Phonological Segment Inventory Database","cowan1965","http://web.phonetik.uni-frankfurt.de/L/L8603.html"
541,"upsid","SHIRIANA","UCLA Phonological Segment Inventory Database","migliazzagrimes1961","http://web.phonetik.uni-frankfurt.de/L/L6855.html"
542,"upsid","SHILHA","UCLA Phonological Segment Inventory Database","applegate1958","http://web.phonetik.uni-frankfurt.de/L/L4356.html"
543,"upsid","SHUSWAP","UCLA Phonological Segment Inventory Database","kuipers1974","http://web.phonetik.uni-frankfurt.de/L/L6778.html"
544,"upsid","SHASTA","UCLA Phonological Segment Inventory Database","silver1964","http://web.phonetik.uni-frankfurt.de/L/L6746.html"
545,"upsid","SINHALESE","UCLA Phonological Segment Inventory Database","coatessilva1960","http://web.phonetik.uni-frankfurt.de/L/L2020.html"
546,"upsid","EPENA PEDEE","UCLA Phonological Segment Inventory Database","harms1984;harms1985","http://web.phonetik.uni-frankfurt.de/L/L6811.html"
547,"upsid","SIERRA MIWOK","UCLA Phonological Segment Inventory Database","broadbent1964;freeland1951","http://web.phonetik.uni-frankfurt.de/L/L6779.html"
548,"upsid","SALIBA","UCLA Phonological Segment Inventory Database","benaissa1979","http://web.phonetik.uni-frankfurt.de/L/L6861.html"
549,"upsid","SAAMI","UCLA Phonological Segment Inventory Database","hasselbrink1965;kert1971","http://web.phonetik.uni-frankfurt.de/L/L2155.html"
550,"upsid","SIONA","UCLA Phonological Segment Inventory Database","wheelerwheeler1962","http://web.phonetik.uni-frankfurt.de/L/L6833.html"
551,"upsid","SA'BAN","UCLA Phonological Segment Inventory Database","clayre1973","http://web.phonetik.uni-frankfurt.de/L/L2415.html"
552,"upsid","SOMALI","UCLA Phonological Segment Inventory Database","andrzejewsky1955;andrzejewsky1956;armstrong1964;cardona1981;farnetani1981","http://web.phonetik.uni-frankfurt.de/L/L4358.html"
553,"upsid","SPANISH","UCLA Phonological Segment Inventory Database","harris1969;navarro1961;saportacontreras1962","http://web.phonetik.uni-frankfurt.de/L/L2011.html"
554,"upsid","SELEPET","UCLA Phonological Segment Inventory Database","mcelhanon1970a;mcelhanon1970b","http://web.phonetik.uni-frankfurt.de/L/L8607.html"
555,"upsid","SOCOTRI","UCLA Phonological Segment Inventory Database","johnstone1975;leslau1938","http://web.phonetik.uni-frankfurt.de/L/L4354.html"
556,"upsid","SIRIONO","UCLA Phonological Segment Inventory Database","priest1968","http://web.phonetik.uni-frankfurt.de/L/L6829.html"
557,"upsid","NAMBAKAENGO","UCLA Phonological Segment Inventory Database","wurm1972b","http://web.phonetik.uni-frankfurt.de/L/L8626.html"
558,"upsid","SUENA","UCLA Phonological Segment Inventory Database","wilson1969","http://web.phonetik.uni-frankfurt.de/L/L8618.html"
559,"upsid","SAVOSAVO","UCLA Phonological Segment Inventory Database","todd1975","http://web.phonetik.uni-frankfurt.de/L/L8645.html"
560,"upsid","SUI","UCLA Phonological Segment Inventory Database","li1948","http://web.phonetik.uni-frankfurt.de/L/L2403.html"
561,"upsid","TAMANG","UCLA Phonological Segment Inventory Database","mazaudon1973","http://web.phonetik.uni-frankfurt.de/L/L2507.html"
562,"upsid","ATAYAL","UCLA Phonological Segment Inventory Database","egerod1966","http://web.phonetik.uni-frankfurt.de/L/L2407.html"
563,"upsid","HUARI","UCLA Phonological Segment Inventory Database","hanke1956","http://web.phonetik.uni-frankfurt.de/L/L6841.html"
564,"upsid","TABI","UCLA Phonological Segment Inventory Database","tuckerbryan1966","http://web.phonetik.uni-frankfurt.de/L/L4213.html"
565,"upsid","TICUNA","UCLA Phonological Segment Inventory Database","anderson1962;anderson1959","http://web.phonetik.uni-frankfurt.de/L/L6831.html"
566,"upsid","TULU","UCLA Phonological Segment Inventory Database","bhat1967","http://web.phonetik.uni-frankfurt.de/L/L2906.html"
567,"upsid","TEHUELCHE","UCLA Phonological Segment Inventory Database","gerzenstein1968","http://web.phonetik.uni-frankfurt.de/L/L6821.html"
568,"upsid","TELUGU","UCLA Phonological Segment Inventory Database","kelley1963;kostic_etal1977;krishnamurti1961;lisker1963;sastry1972","http://web.phonetik.uni-frankfurt.de/L/L2902.html"
569,"upsid","TEMNE","UCLA Phonological Segment Inventory Database","dalby1966;wilson1961","http://web.phonetik.uni-frankfurt.de/L/L4109.html"
570,"upsid","TEMEIN","UCLA Phonological Segment Inventory Database","tuckerbryan1966","http://web.phonetik.uni-frankfurt.de/L/L4211.html"
571,"upsid","TETUN","UCLA Phonological Segment Inventory Database","morris1984","http://web.phonetik.uni-frankfurt.de/L/L2437.html"
572,"upsid","TIGAK","UCLA Phonological Segment Inventory Database","beaumont1979","http://web.phonetik.uni-frankfurt.de/L/L2425.html"
573,"upsid","TAGALOG","UCLA Phonological Segment Inventory Database","bloomfield1917;schachterotanes1972","http://web.phonetik.uni-frankfurt.de/L/L2414.html"
574,"upsid","THAI","UCLA Phonological Segment Inventory Database","abramson1962;haas1956;haas1964;kruatrachue1960;noss1954;noss1964","http://web.phonetik.uni-frankfurt.de/L/L2400.html"
575,"upsid","TAMASHEQ","UCLA Phonological Segment Inventory Database","prasse1972","http://web.phonetik.uni-frankfurt.de/L/L4357.html"
576,"upsid","TIGRE","UCLA Phonological Segment Inventory Database","klingenheben1966;palmer1962","http://web.phonetik.uni-frankfurt.de/L/L4351.html"
577,"upsid","TIWI","UCLA Phonological Segment Inventory Database","osborne1974;lee1983;lee1984","http://web.phonetik.uni-frankfurt.de/L/L8351.html"
578,"upsid","TIRURAY","UCLA Phonological Segment Inventory Database","post1966;schlegel1971","http://web.phonetik.uni-frankfurt.de/L/L2431.html"
579,"upsid","TLINGIT","UCLA Phonological Segment Inventory Database","storynaish1973;swanton1909;swanton1911","http://web.phonetik.uni-frankfurt.de/L/L6102.html"
580,"upsid","JOMANG","UCLA Phonological Segment Inventory Database","schadeberg1981b","http://web.phonetik.uni-frankfurt.de/L/L4142.html"
581,"upsid","TAMA","UCLA Phonological Segment Inventory Database","tuckerbryan1966","http://web.phonetik.uni-frankfurt.de/L/L4210.html"
582,"upsid","ASMAT","UCLA Phonological Segment Inventory Database","voorhoeve1965","http://web.phonetik.uni-frankfurt.de/L/L8601.html"
583,"upsid","TACANA","UCLA Phonological Segment Inventory Database","key1968;van-wynen1962","http://web.phonetik.uni-frankfurt.de/L/L6812.html"
